1,-4.3479,3.79834
0,3.62256,-3.03589
0,3.05688,-2.2373
1,-4.45947,3.98877
0,3.9873,-3.16089
1,-4.43628,3.91895
1,-4.18042,3.72803
1,-4.20459,3.66821
1,-4.14844,3.58154
1,-4.24536,3.76367
1,-4.23242,3.84814
0,3.9231,-3.0835
0,1.9563,-1.32959
1,-4.4436,4.02954
1,-4.40747,3.89746
0,2.59473,-1.62036
1,-4.43286,3.90796
1,-2.00586,1.61328
1,-4.53564,4.04663
0,0.645508,-0.113037
0,3.77319,-2.88257
1,-3.90503,3.27173
0,3.70093,-3.01831
1,-3.1377,2.83691
1,-1.83496,1.34692
0,1.93311,-1.01123
0,0.974609,-0.467041
1,-4.22314,3.67407
1,-3.92847,3.46606
1,-4.1626,3.62891
1,-2.82959,2.3291
1,-4.39307,3.89917
1,-3.40063,2.78271
1,-4.31665,3.77441
1,-4.14062,3.63599
1,-4.51001,4.05713
0,1.2063,-1.22437
0,3.98535,-3.21851
1,-3.32056,2.77881
1,-4.34253,3.80176
0,4.07202,-3.35205
1,-4.39819,3.78418
0,3.20068,-2.32935
0,3.79077,-3.19482
1,-2.71777,2.15796
1,-4.30469,3.80762
1,-4.37036,3.92139
0,3.35864,-2.74316
1,-3.81152,3.20557
1,-4.27808,3.71948
1,-4.01172,3.44946
1,-4.01807,3.33862
1,-4.30493,3.81201
1,-4.45728,3.90186
1,-4.1189,3.66211
1,-4.12354,3.55566
1,-2.20142,1.82617
1,-4.47998,4.00757
1,-4.21118,3.64404
1,-3.8894,3.39478
1,-2.07568,1.67798
0,2.34424,-1.66992
1,-4.44287,3.92749
1,-4.32397,3.6958
1,-4.38232,3.77393
0,3.87085,-3.13745
1,-4.21021,3.72534
1,-4.25342,3.70142
0,2.88892,-2.18604
1,-4.53662,4.07837
1,-4.34937,3.83936
0,2.03174,-1.43945
1,-4.27979,3.84473
1,-4.09155,3.55103
1,-3.95825,3.44214
1,-2.57104,1.96655
1,-3.99902,3.44238
1,-4.37402,3.95923
1,-4.38477,3.87866
1,-4.12573,3.52539
1,-3.823,3.31714
1,-3.30762,2.86646
1,-4.33569,3.80615
0,3.52808,-2.66553
1,-4.53833,4.03198
0,2.9187,-2.17334
1,-1.62524,1.00049
1,-4.41724,3.88989
1,-4.20996,3.70703
1,-4.17358,3.63135
0,3.5647,-2.66016
1,-4.3811,3.9082
1,-4.34424,3.81836
1,-3.48584,2.88892
1,-4.40356,4.02368
1,-4.32251,3.85229
0,3.36255,-2.79688
1,-4.52466,4.03906
1,-4.53223,4.03223
1,-4.29443,3.7959
1,-4.21191,3.70801
1,-0.199707,0.204834
1,-4.35352,3.82275
1,-4.23877,3.68726
0,3.07007,-2.39893
1,-4.20996,3.63257
1,-3.39014,2.72021
0,4.12793,-3.36401
0,2.70605,-2.29224
1,-3.66235,3.34277
1,-4.22754,3.74683
1,-3.24365,2.53198
1,-0.0400391,0.754639
1,-4.22754,3.69238
1,-4.14478,3.52075
0,3.67212,-2.84937
1,-4.35132,3.88159
1,-3.13794,2.59058
1,-4.37598,3.8645
1,-4.18091,3.62622
1,-4.32397,3.8064
1,-3.24609,2.84424
1,-3.18188,2.73682
1,-4.28467,3.81836
1,-4.3252,3.82983
1,-4.20483,3.60889
1,-4.40625,3.85303
