1,-4.97681,5.39111
0,4.15845,-4.34351
1,-4.91187,5.33789
1,-3.57715,4.6626
0,4.68091,-4.96729
1,-4.8479,5.38647
0,4.5686,-4.83887
0,3.44702,-3.86157
1,-4.71191,5.16797
0,4.55957,-4.82788
1,-5.01123,5.27612
0,4.47949,-4.76978
0,4.62036,-5.08936
1,-1.6814,2.37329
0,4.67456,-4.90405
1,-4.99731,5.36792
1,-4.81519,5.17969
1,-4.83301,5.12451
0,4.35791,-4.55688
0,4.42334,-4.42554
0,4.40503,-4.43066
1,-2.48071,3.67871
1,-4.2666,4.94409
1,-5.01904,5.32837
1,-4.76392,5.35962
0,4.53125,-4.81006
0,4.49829,-4.83496
1,-4.7561,5.34302
0,3.68213,-3.73828
0,4.52539,-4.71655
1,-5.00513,5.24268
0,4.64771,-4.83081
1,-5.00439,5.36499
0,4.58008,-4.63208
0,4.72461,-4.98511
0,4.61523,-4.89551
1,-4.0498,5.04004
0,4.72437,-4.90259
1,-4.8252,5.14893
1,-4.98413,5.36597
1,-4.9375,5.42456
1,-4.67725,5.34546
1,-4.8291,5.27295
1,-5.00732,5.34668
1,-2.92993,3.95312
0,3.59009,-3.75513
1,-1.71997,2.29736
1,-4.92285,5.40308
1,-4.9187,5.40063
0,4.71143,-5.04883
0,3.90771,-4.1333
1,-4.96899,5.32886
1,-3.82349,4.54736
1,-4.90845,5.34668
0,4.73584,-4.90186
1,-4.948,5.40527
0,4.76123,-5.05811
0,3.5835,-3.99341
0,3.46436,-3.76245
0,4.15601,-4.33301
1,-4.95947,5.32153
0,4.29224,-4.4856
1,-4.0188,4.82495
1,-4.86499,5.37134
0,3.13037,-3.06104
0,3.85205,-4.0249
1,-2.47046,3.53809
1,-4.99268,5.36963
0,3.30518,-3.36646
1,-3.73657,4.39771
0,4.63086,-4.80225
1,-4.97998,5.37744
1,-4.78711,5.35425
1,-3.70654,4.5127
0,4.76367,-4.93848
1,-4.88135,5.2793
0,4.05029,-4.38696
1,-4.52588,5.27393
1,-4.46948,5.25586
0,4.44897,-4.52124
1,-4.89966,5.33936
0,4.39575,-4.56348
0,3.60229,-3.75952
0,0.374512,0.32373
1,-4.83887,5.43213
1,-4.6001,5.2666
0,4.61157,-4.92603
1,-2.48096,3.5918
0,-0.0268555,-0.0947266
1,-4.92163,5.2666
1,-4.87329,5.13599
1,-4.79956,5.42065
1,-4.35376,4.88916
0,4.32104,-4.48047
1,-4.86865,5.23413
1,-4.90552,5.25342
0,1.87598,-2.11182
1,-2.49316,3.44678
0,4.66724,-5.0686
0,4.34521,-4.63086
1,-4.86157,5.11475
0,4.48828,-4.66992
0,0.811523,-0.246338
1,-4.94873,5.39966
1,-2.64893,3.70679
0,2.55713,-2.48389
1,-4.28516,5.07739
0,4.61719,-4.8855
0,4.36548,-4.45557
1,-4.92407,5.31421
0,4.48389,-4.56348
0,4.5415,-4.52905
0,4.42871,-4.56079
0,4.63281,-4.93921
1,-4.87915,5.36401
0,2.10547,-2.25171
1,-5.01318,5.20142
1,-4.75977,5.22705
1,-4.02905,4.8125
0,4.31201,-4.62402
1,-4.87109,5.28345
1,-1.42725,1.50586
1,-4.51611,5.03149
1,-4.24658,4.80078
1,-4.53418,5.16797
1,-4.99536,5.29443
0,4.26611,-4.34375
0,4.49341,-4.73413
1,-4.86304,5.23535
1,-4.95361,5.42871
0,4.68628,-5.19043
0,4.69482,-4.84302
1,-4.99902,5.32715
0,4.53101,-4.82495
0,3.96802,-4.15259
1,-1.18677,2.45508
0,4.11719,-4.19897
0,4.68506,-4.98682
1,-4.85229,5.35596
0,4.38916,-4.81592
0,1.68896,-1.31226
0,4.47705,-4.98486
0,4.31543,-4.5603
1,-0.0551758,0.869385
0,4.62573,-4.78711
1,-2.5874,3.64722
1,-4.94214,5.30469
0,3.93188,-3.90332
0,4.55786,-5.03271
1,-3.07495,3.9668
1,-4.86182,5.36475
1,-4.60522,5.08423
1,-3.45044,4.54346
0,4.33472,-4.45459
1,-4.55859,5.21436
0,4.7439,-4.91748
1,-4.81763,5.29688
0,4.16455,-4.44092
0,3.86279,-3.94873
1,-4.91406,5.24023
0,4.45776,-4.89746
0,3.99707,-4.05762
0,4.55762,-5
0,4.1521,-4.27588
1,-4.94531,5.28979
0,4.1814,-4.3606
0,2.29272,-2.64551
0,4.50342,-4.86475
1,-4.96338,5.30835
1,-4.93579,5.30176
1,-4.96216,5.41699
1,-4.00928,4.84424
0,1.73047,-2.20581
0,4.47388,-4.6687
1,-4.90356,5.30591
1,-4.87598,5.27417
0,2.89429,-2.90894
0,4.76685,-4.93921
0,2.34546,-2.82788
1,-4.9917,5.30273
0,4.28369,-4.44751
0,4.54883,-4.83691
0,4.49976,-4.79834
1,-4.72314,5.02563
0,1.98047,-2.09058
1,-4.79126,5.36499
1,-4.15381,4.80371
1,-2.72876,3.95459
0,4.67188,-4.8335
0,3.9978,-4.33813
0,4.44312,-4.5376
1,-3.92578,4.7063
1,-2.5166,3.61816
1,-4.4209,4.98804
1,-2.88672,3.52881
1,-3.52124,4.39648
1,-3.76489,4.6604
0,4.70557,-5.06567
1,-4.95239,5.38867
0,4.14404,-4.37305
1,-2.74927,3.45361
1,-1.96362,2.6145
0,4.45728,-4.58203
0,4.7998,-5.13721
1,-4.77783,5.39819
0,1.67651,-1.52881
1,-4.57495,5.38257
1,-5.01489,5.29053
0,4.58057,-4.77734
0,3.24097,-3.39746
1,-4.73291,5.27051
0,3.85254,-4.0127
0,3.83081,-4.03564
0,3.80615,-3.86597
0,4.47607,-4.80444
1,-3.82861,4.69287
1,-4.57666,5.34155
0,4.60327,-4.69727
0,4.26025,-4.23462
1,-4.32129,5.21997
0,2.36914,-2.10059
0,4.34326,-4.66577
1,-4.69946,5.28394
1,-4.05615,4.57397
1,-4.81299,5.22754
1,-4.91821,5.28418
0,4.5708,-4.73462
1,-5.01074,5.28613
1,-4.77124,5.35229
0,4.46582,-4.57031
0,4.06543,-4.125
1,-4.99097,5.25977
0,4.23047,-4.43628
0,4.57202,-4.95654
1,-4.87549,5.32593
1,-2.39404,3.33032
1,-4.60449,5.07129
0,4.75708,-5.08472
0,4.17529,-4.17725
1,-4.89355,5.30103
1,-4.896,5.37939
0,4.39111,-4.5979
0,4.39185,-4.60181
1,-4.05347,5.04077
1,-4.94189,5.33276
1,-3.375,4.04028
1,-4.93872,5.21484
0,4.69971,-4.84863
1,-2.39746,3.64136
1,-1.06592,1.3208
1,-4.95142,5.22754
0,4.61475,-4.95044
1,-4.99097,5.23511
1,-3.13037,3.93164
0,4.80396,-5.02295
0,4.00952,-4.16382
0,3.87744,-4.07983
0,4.35547,-4.48267
0,4.58276,-5.06885
1,-4.0249,4.87476
0,4.44336,-4.57471
1,-4.90747,5.36743
0,4.51367,-4.66626
1,-4.17114,5.10791
0,4.44312,-5.05176
0,4.4231,-4.39282
1,-2.69043,3.78442
0,4.53589,-4.69702
0,4.58765,-4.7146
0,3.74072,-3.68359
1,-4.99268,5.36475
0,4.72461,-4.93311
0,3.09863,-3.06982
0,3.10449,-3.29321
1,-1.38013,2.47852
1,-5.0105,5.32739
1,-3.98462,5.08301
1,-4.95996,5.36426
0,4.20337,-4.5188
1,-3.43384,4.27148
1,-4.8269,5.27124
0,4.6626,-4.7561
0,4.75049,-5.03027
1,-4.87524,5.38672
0,3.79761,-4.10913
0,2.24072,-2.53711
1,-4.8645,5.20142
1,-4.66455,5.18823
1,-4.85962,5.39673
1,-4.55981,5.0708
1,-4.96289,5.21729
0,4.1377,-4.26782
0,3.26929,-3.28442
1,-4.82471,5.09082
1,-4.00391,4.62598
1,-4.23608,4.98901
0,4.69824,-5.12134
1,-2.63477,3.82275
0,4.71655,-4.97803
1,-4.09863,5.01343
1,-4.96167,5.3291
1,-3.21973,3.71533
1,-5.00757,5.33008
1,-4.86914,5.42505
1,-4.95923,5.35864
0,4.69312,-4.85205
1,-4.62061,5.29297
1,-5.01294,5.30884
1,-4.73047,5.27393
1,-4.86011,5.42358
0,3.55981,-3.75757
1,-4.98535,5.38379
1,-3.073,3.99585
1,-4.98706,5.27759
1,-5.02515,5.25488
0,4.72559,-5.01929
1,-4.65234,5.11475
1,-4.95972,5.35522
0,4.33008,-4.38867
0,4.71997,-5.04419
1,-4.9458,5.36621
0,4.19336,-4.23193
0,4.48633,-4.54712
1,-3.66553,4.42065
0,2.65308,-2.72461
1,-4.51978,5.12158
1,-4.80469,5.11963
1,-4.96899,5.32349
0,4.27734,-4.32056
0,4.70288,-5.07568
0,2.07715,-2.62427
1,-4.75562,5.30518
1,-4.74878,5.08936
1,-2.00659,3.1958
1,-4.96899,5.3269
0,4.59277,-4.76294
1,-4.9812,5.37964
0,4.75854,-5.02759
0,0.841064,-0.420166
1,-4.64331,5.21387
0,4.44946,-4.62231
1,-1.87305,3.21851
0,4.40649,-4.44702
0,4.40186,-4.63208
1,-4.91357,5.25488
1,-4.73047,5.33887
0,4.39136,-4.40845
0,4.771,-5.06323
0,4.56689,-4.8938
0,4.57788,-4.79785
0,4.33887,-4.37646
1,-4.90479,5.38867
1,-4.34668,5.0376
1,-5.02441,5.27588
1,-3.22632,4.31714
0,4.44629,-4.6394
0,4.02515,-3.95508
0,4.35474,-4.31738
0,3.7251,-3.90698
1,-4.96069,5.28979
1,-4.94556,5.26196
0,4.65845,-5.07227
1,-4.51807,5.19287
0,4.54883,-4.88232
0,3.67383,-3.96704
0,3.36011,-3.25146
1,-4.76758,5.44312
1,-4.97632,5.30664
0,4.60815,-4.78711
1,-4.8501,5.26782
0,4.32617,-4.51074
1,-4.72974,5.32983
1,-3.99707,4.83472
0,4.60864,-4.83984
0,4.65161,-4.76807
